Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
extr_anta_unco_neur_clos_p6.txt,1,599,52.63,24.85,72.22,53.9,16.19,28.05,87.48,67.28,54.76,18.53,14.02,7.68,1.5,0,3.67,0.83,4.51,15.03,6.18,0.5,13.86,5.01,3.51,7.85,0.83,12.69,4.51,2.84,7.85,2.17,3.84,2,13.86,0.67,13.19,4.34,1.34,1.17,1.67,0.17,3.67,0.5,6.01,4.01,1.84,2.5,1.17,1.17,0,0.83,0,0,12.35,4.17,0.83,0,1.17,0.33,0.5,7.85,0,0.17,3.84,0,0,0,0,0,4.84,0.33,0,4.17,0.17,0.17,0.33,0,0,0,0,0,0,0,0,0.17,0.17,0.17,0.17,0.5,0,0.67,0.17,1,3.17,8.35,0.83,2,3.51,2,0,0,5.01,7.01,0.67,1.17,0,0,0,0,0,14.52,6.18,6.01,0,0,1.34,1,0
extr_agre_cons_emot_open_p2.txt,1,649,80.45,12.38,96.38,98.08,19.09,31.59,88.14,68.57,52.85,15.1,10.48,7.55,0.92,0,0,1.39,4.62,14.33,7.24,0.46,16.49,3.85,2.62,7.4,0,11.25,8.17,2.31,8.78,5.08,2.62,1.08,13.56,0.46,12.94,3.7,2.47,0.62,1.23,0.46,4.31,0.15,8.63,7.4,0.62,2.16,1.08,0.46,0.46,0,0,0,12.17,6.63,4.16,0.15,0,0,0.77,4.93,0,0.31,0,0,0,0,0,0,2.16,0.31,0,1.69,0,0.15,0.77,0,0,0,0,0,0,0,0,0,0.15,0.77,0,0,0,0.62,0.15,1.85,1.85,12.63,0.62,1.54,8.01,0.77,0.62,1.08,3.54,6.16,0.92,0.15,0,0,0,0,0,11.71,5.24,5.86,0,0,0,0.62,0
intr_agre_cons_emot_clos_p4.txt,1,673,76.27,9.64,97.83,79.49,19.79,26.3,89.6,70.13,55.57,16.34,12.48,9.66,0,0,0,2.67,3.86,17.24,9.51,0.59,15.45,5.05,3.42,6.54,0.74,13.08,6.54,3.27,4.01,1.19,2.38,0.74,11.14,0.45,10.7,4.16,0.89,1.19,1.63,0.15,1.19,0.59,7.13,5.35,1.49,3.42,2.08,1.04,0.74,0,0,0,9.66,4.46,1.34,0,0,0,0.89,4.61,0,0,0,0,0.15,0.15,0,0,2.67,0.89,0.15,1.49,0.15,0,0.89,0.3,0.15,0,0,0,0,0,0,0.3,0.15,0.74,0,0.15,0,0.15,0.3,0.89,3.71,12.63,0.74,2.82,8.02,0.3,0.59,0.59,4.61,7.43,0.59,1.04,0,0,0,0,0,12.63,5.05,7.13,0,0,0.45,0,0
extr_agre_unco_emot_open_p8.txt,1,723,84.73,88.21,5.43,99,16.81,25.59,85.62,63.9,48.13,11.34,8.44,0,0,0,7.88,0.41,2.9,15.49,8.16,0.28,14.8,4.15,2.35,7.61,0.55,11.76,6.64,2.49,7.47,3.32,2.63,1.11,11.76,1.24,10.1,3.87,1.8,0.83,0.83,0.14,2.07,0.41,9.96,8.71,0.28,3.6,2.35,0.28,0,0,0.28,0,19.23,5.67,2.77,0.28,0,0.28,0.97,12.17,0,0.83,6.92,1.38,0,0,0,0,3.46,0.41,0.28,2.07,0.14,0.55,1.52,0.28,0.28,0,0,0,0,0.14,0,0.14,0,0.14,0.41,0.41,0,1.11,0,1.11,4.7,10.37,0.69,1.8,6.22,0.55,0.28,0.97,4.01,7.33,1.24,0.69,0,0,0,0,0,15.91,5.95,6.22,0,0,3.32,0.41,0
intr_agre_unco_emot_clos_p10.txt,1,698,62.61,12.35,98.91,60.76,19.94,23.64,90.4,70.63,56.73,17.05,13.18,10.03,2.01,0,0,0.86,3.87,18.34,7.31,0.72,14.9,5.87,3.01,7.45,1.15,12.89,6.16,3.72,7.45,3.87,2.29,1.43,14.04,0.86,13.18,4.87,1.15,0.86,2.01,0.14,4.15,0.14,4.44,3.44,0.86,1.43,0.72,0.57,0.43,0,0,0,13.32,5.01,1.58,0,0,0,1.15,7.31,0,0.57,0,0,0,0,0,0,5.87,0.29,0.29,4.87,0.43,0,0.43,0,0,0,0,0,0,0,0,0.29,0.14,0.43,0,0,0,0.14,0.43,0.57,3.72,12.18,1.29,1.58,7.31,0.86,1,0.43,3.72,6.3,1.29,1.15,0,0,0,0,0,11.89,5.01,5.87,0,0,0.43,0.57,0
intr_anta_unco_emot_clos_p4.txt,1,664,87.78,1.71,99,67.67,17.47,26.2,88.4,65.36,53.61,15.81,12.95,11.14,0,0,0,1.66,2.86,17.92,10.39,0.9,16.42,2.41,3.16,5.72,0.9,8.43,5.12,2.41,4.52,1.51,1.05,2.26,14.46,0.6,13.86,4.97,1.2,1.2,2.11,0.15,3.77,0.15,7.23,4.97,1.96,3.01,2.11,0.6,0.3,0.15,0,0,10.54,6.02,0.75,0,0.45,0.3,1.96,3.31,0,0.15,0,0,0,0,0,0,1.36,0.6,0.15,0.45,0.15,0,0.75,0.3,0,0,0,0,0,0,0,0.15,0.75,0.75,0.15,0.15,0,0.3,0.3,0.45,2.56,14.31,0.3,1.51,8.89,0.75,1.2,1.81,3.46,6.48,0.75,0.9,0,0,0,0,0,14.01,5.72,7.83,0,0,0.15,0.3,0
extr_anta_cons_emot_open_p8.txt,1,657,87.99,70.92,67.02,53.22,18.77,26.18,84.47,63.77,51.29,14.92,12.48,5.18,4.41,0.15,2.13,0.3,2.44,17.66,9.59,0.46,15.98,3.04,1.67,6.39,0.61,9.89,4.57,2.44,10.5,6.85,1.37,2.28,9.13,0.15,8.98,3.2,1.07,1.07,1.07,0.15,1.83,0.76,5.78,3.65,1.52,1.98,0.61,0.76,0.46,0.15,0.15,0,15.98,5.94,1.07,0.15,0.46,0.3,1.83,8.37,0,0.3,2.28,0,0,0,0,0,1.37,0.76,0,0.15,0.15,0.3,1.22,0,0,0,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0.3,2.74,3.5,13.55,0.91,2.13,8.22,1.83,0,0.76,3.2,5.63,1.52,0.61,0.15,0.15,0,0,0,15.68,5.18,7.76,0.15,0,1.67,0.91,0
extr_anta_unco_emot_open_p2.txt,1,679,72.46,5.45,98.01,95.46,18.35,24.15,90.57,69.37,54.93,17.53,12.81,9.87,0.15,0,0,2.5,4.71,15.91,7.66,0.15,16.35,4.12,2.8,7.51,0.74,13.84,4.12,1.91,4.57,2.21,0.88,1.62,14.14,0.74,13.4,4.86,2.06,1.03,1.77,0,3.09,0,9.28,7.36,1.47,4.27,3.09,0.74,0,0.29,0,0,12.67,7.22,1.62,0,0.44,0,2.65,4.57,0,0.15,0,0,0,0,0,0,3.24,1.91,0.44,0.88,0,0,1.47,0.29,0.15,0,0,0,0,0.15,0,0.15,0.29,0,0,0.44,0,0.15,0,0.88,2.21,14.58,2.21,1.91,8.25,0.74,0.44,1.33,2.5,9.43,0.59,0.74,0,0,0,0,0,14.87,5.15,8.25,0.29,0,1.03,0.15,0
extr_agre_cons_neur_clos_p6.txt,1,689,72.41,8.61,98.11,95.7,19.69,26.56,92.16,71.41,54.28,16.26,11.47,9.58,0.58,0.15,0,0.44,4.79,15.09,6.53,0.58,16.26,4.35,3.48,6.82,0.58,12.92,8.42,3.48,6.97,3.92,1.89,1.31,11.32,1.16,10.16,3.63,1.31,0.58,0.44,0,2.47,0.29,8.13,6.97,1.02,2.47,1.74,0.58,0.29,0.15,0,0,12.92,5.95,1.16,0.15,0.29,0,1.6,4.5,0,0.87,0,0,0.15,0.15,0,0,3.34,1.02,1.16,1.16,0,0,0.44,0.15,0,0,0.15,0,0,0,0,0.15,0.29,0.44,0,0.15,0,0.44,0.15,1.6,4.06,13.21,0.58,1.74,8.13,0.58,1.16,1.02,4.64,9,1.31,0.44,0,0,0,0,0,11.76,5.08,5.95,0,0,0.44,0.29,0
extr_agre_cons_neur_clos_p7.txt,1,731,62.25,11.93,83.69,98.39,17.83,26.13,90.56,70.31,54.72,16.69,12.18,8.62,0.14,0,1.78,0.96,4.51,15.18,7.93,0.14,14.5,5.88,3.56,7.8,0.96,15.46,5.75,1.23,5.06,2.05,2.05,1.23,12.04,0.55,11.49,3.42,1.37,1.92,1.5,0.27,2.46,0.14,9.58,8.07,1.09,3.69,2.74,0.55,0.55,0,0.14,0,12.45,6.43,2.87,0.41,0,0.14,1.23,5.75,0,1.09,1.78,0.14,0,0,0,0,1.78,0.55,0.41,0.55,0.27,0,1.23,0,0,0,0,0,0,0.82,0,0.41,0.14,0.68,0,0.68,0,0.55,0.55,0.41,4.51,12.86,0.82,2.46,6.98,0.68,0.68,1.5,3.28,10.53,0.68,0.27,0.14,0,0.14,0,0,12.04,5.61,5.06,0,0,0.96,0.41,0
intr_agre_cons_neur_open_p1.txt,1,698,75.52,31.26,88.17,96.45,17.45,24.5,90.54,67.91,54.01,16.62,12.89,6.45,2.29,0,2.72,1.29,3.72,17.34,9.03,0.29,14.9,3.87,2.44,7.45,1,11.75,6.02,2.01,7.02,4.58,1.29,1.43,14.18,0.29,13.9,4.44,1.29,1.72,1.43,0.43,4.3,0.29,8.88,7.31,1.15,3.87,3.01,0.43,0.29,0,0,0,15.47,6.45,1.15,0.14,0,0.29,0.86,7.88,0,0,2.87,0,0,0,0,0,2.44,1.15,0.57,0.57,0.14,0,0.72,0.43,0.14,0.14,0,0,0,0,0,0.14,0.57,0.43,0.14,0.29,0.14,0,0.14,0.86,5.59,14.9,0.86,2.01,8.74,1.72,1,1.29,3.15,8.88,0.57,0,0,0,0,0,0,12.75,5.73,6.16,0,0,0.72,0.14,0
extr_anta_unco_emot_open_p3.txt,1,592,77.52,8.14,96.38,86.94,16.44,24.83,89.36,65.2,55.07,16.39,11.66,8.95,0.68,0,0.34,1.01,4.73,17.23,7.94,0,16.72,4.56,2.53,6.93,0.84,10.64,3.72,1.69,5.57,2.03,1.86,1.69,14.36,0.68,13.68,4.22,2.7,1.52,2.03,0.84,2.53,0,8.45,6.42,1.86,2.53,1.35,1.01,0,0.68,0,0,11.15,6.59,0.68,0,1.18,0.51,3.04,4.05,0,0.17,0.68,0,0,0,0,0,1.69,0.84,0.68,0.17,0.17,0,1.52,0.34,0.17,0,0,0,0,0.17,0,0.17,0.17,0.34,0.68,0.51,0,0.84,0.17,1.35,3.21,14.02,0.51,3.04,8.45,0.84,0.17,1.01,2.7,7.26,0.17,0.68,0.34,0,0.17,0.17,0,14.7,6.08,7.26,0,0,0.68,0.68,0
extr_anta_cons_emot_open_p9.txt,1,723,80.71,11.73,74.31,93.06,17.63,24.07,90.87,69.57,55.33,15.08,9.41,7.05,0.41,0,0.14,0.97,5.67,16.87,9.82,0.41,16.32,4.7,2.63,7.47,1.38,13.97,3.87,2.77,7.47,5.53,1.38,0.69,15.35,1.11,14.11,4.15,1.24,2.77,1.8,0.41,3.32,0.14,8.71,6.92,1.52,3.04,1.8,0.97,0.28,0.14,0.41,0,12.86,7.05,1.8,0,0,0.55,1.24,5.12,0.14,0.14,0,0,0.14,0,0,0.14,2.9,1.52,0.55,0.41,0,0.41,1.11,0.41,0,0,0.14,0,0,0,0,0.41,1.11,0,0.14,0.28,0,0.41,0,0.97,4.01,11.2,1.8,1.66,5.26,1.24,0.55,1.24,3.18,6.22,0.97,0.69,0,0,0,0,0,13.28,5.67,5.81,0,0,1.52,0.28,0
intr_anta_unco_emot_clos_p5.txt,1,689,58.31,4.12,94.03,49.04,16.8,29.17,87.08,66.04,53.56,16.69,12.77,9.43,0.73,0,1.89,0.44,3.92,12.34,5.81,0,16.11,5.37,4.5,7.11,2.03,12.48,6.1,1.45,6.24,3.77,0.29,2.18,16.26,0.44,15.82,6.1,0.58,2.32,2.61,0.44,4.21,0.15,7.11,4.21,2.32,3.48,1.6,1.31,0.44,0.58,0,0,13.79,7.55,2.03,0,0.58,0.29,1.31,5.08,0,0.73,0,1.89,0,0,0,0,1.31,0.44,0.58,0.29,0,0,0.73,0.44,0,0,0,0,0,0,0,0.29,0.73,0.58,0.29,0.29,0.15,0.15,0.29,1.6,3.92,12.92,1.02,1.16,8.13,0.58,0.73,1.6,1.89,7.84,1.16,0.29,0.15,0,0.15,0,0,18.29,5.95,9.14,0,0,2.47,0.73,0
extr_agre_unco_emot_open_p9.txt,1,518,82.47,11.87,97.9,98.65,19.19,34.56,88.42,65.06,50.39,14.29,10.23,8.49,0.58,0,0,0.97,4.05,14.29,9.27,0.39,14.48,3.47,2.9,6.76,0.58,10.23,7.92,0.97,6.56,2.9,3.28,0.39,13.13,0.97,12.16,5.21,1.35,0.58,1.74,0,2.7,0.58,8.11,7.14,0,3.09,2.12,0,0,0,0,0,13.71,7.72,1.74,0,0,0.19,1.74,5.02,0,0.19,0,0,0.19,0.19,0,0,1.54,0.77,0,0.58,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0.19,0,0.39,0,0.77,0.19,1.74,2.32,11.58,1.35,1.16,6.95,0.58,0.97,0.97,5.41,8.11,0.39,1.16,0.19,0,0.19,0,0,12.16,5.21,5.98,0,0,0.58,0.39,0
intr_agre_cons_emot_clos_p5.txt,1,621,80.63,23.81,99,87.89,17.74,21.42,91.47,69.89,55.39,17.07,12.24,7.89,2.09,0.32,1.29,0.48,4.83,18.2,8.86,0.48,16.75,3.22,3.86,6.12,0.48,11.27,6.12,3.38,5.48,4.03,0.64,0.81,10.95,0.64,9.98,4.51,0.81,0.48,1.45,0,2.74,0.16,6.44,5.48,0.81,2.9,2.42,0.32,0.16,0,0.16,0,13.2,6.28,0.97,0.16,0,0,1.93,5.64,0,0.48,0,1.61,0,0,0,0,2.74,0.64,0,1.93,0.16,0,0.97,0,0,0,0,0,0,0,0,0,0,0.32,0.48,0.32,0,0.32,0.16,1.61,4.19,15.14,1.13,2.25,9.66,1.29,0.48,0.64,5.96,8.05,1.77,0.32,0,0,0,0,0,12.88,5.48,5.8,0.16,0,0.16,1.29,0
extr_agre_cons_emot_open_p3.txt,1,611,83.09,10.36,98.45,87.13,17.97,30.93,90.18,67.59,52.21,15.55,11.29,9.17,0.33,0,0,1.47,4.26,15.55,7.86,0.49,16.53,3.27,2.95,6.06,0.49,10.64,8.84,2.62,5.56,3.44,1.31,0.82,12.44,0.98,11.46,3.93,0.98,1.15,1.64,0,2.62,0.65,6.38,5.24,0.65,2.13,1.47,0.16,0.16,0,0,0,14.73,6.38,1.31,0.16,0,0.33,0.82,5.24,0,0.16,0,0,0,0,0,0,1.96,0.49,0,1.31,0.16,0,0.65,0.16,0,0,0,0,0,0,0,0,0.33,0.16,0,0.16,0,0.65,0.16,1.15,3.76,13.91,0.98,2.45,9.17,0.16,0.33,0.82,3.93,6.87,0.49,0.49,0,0,0,0,0,12.6,5.56,6.87,0,0,0,0.16,0
intr_anta_unco_neur_open_p1.txt,1,614,59.11,1.23,99,52.99,18.06,24.1,90.88,68.24,57.33,19.22,13.52,11.89,0.33,0,0,1.14,5.7,17.1,7.65,0.33,15.96,6.51,3.58,6.68,1.14,13.52,4.23,1.63,7.65,2.93,2.28,2.61,16.29,0.49,15.8,6.35,0.65,1.79,1.79,0.16,3.75,0.16,7.33,4.4,2.28,3.09,1.14,1.14,0.33,0.65,0,0,10.59,6.03,1.95,0.16,0.81,0.16,1.14,3.09,0,0.16,0,0,0,0,0,0,3.58,0.16,0.16,3.26,0,0,0.65,0.16,0,0,0.16,0,0,0,0,0.49,0.49,0.16,0,0.16,0,0.33,0.33,1.14,2.61,9.45,0.81,1.47,6.03,0.65,0.33,0.49,3.58,8.63,0.81,0.81,0,0,0,0,0,12.38,5.54,5.7,0,0,0.81,0.33,0
extr_anta_unco_neur_clos_p7.txt,1,666,77.47,4.49,91.9,52.73,17.08,25.23,86.79,67.27,54.35,14.71,10.51,9.01,0.9,0,0,0.3,4.2,16.22,9.16,0.3,15.62,4.5,3.6,7.66,0.9,12.31,4.65,1.8,6.31,2.4,2.4,1.8,14.11,0.15,13.96,3.6,1.95,1.5,1.65,0.3,3.75,0.45,7.96,4.95,2.85,3,1.05,1.8,0.15,1.2,0.15,0,8.26,4.95,1.2,0,1.05,0.75,0.75,3.15,0,0.6,0,0,0,0,0,0,3.15,1.2,0,1.35,0.6,0,0.75,0.3,0,0,0.15,0,0,0,0,0.45,0.15,1.2,0.3,0.3,0,0.75,0.45,0.45,3.45,11.11,1.35,2.1,6.16,1.35,0.3,0.75,2.7,7.96,0.9,0.45,0,0,0,0,0,14.56,5.86,6.61,0,0,0.75,1.35,0
intr_anta_cons_neur_open_p6.txt,1,721,95.49,84.68,12.53,92.32,16.77,24.27,84.47,64.36,50.62,11.23,8.6,0,0,0,7.91,0.69,2.64,18.31,12.34,0.28,17.06,3.74,2.36,5.83,0.42,11.1,5.69,2.08,3.19,1.25,0.97,0.97,9.99,0.42,9.43,3.74,0.69,1.39,1.25,0.14,1.94,0,7.77,6.24,0.97,3.33,2.36,0.42,0.42,0,0,0,14.7,3.19,0.28,0,0,0.14,1.25,10.82,0.14,0.14,0,8.18,0,0,0,0,2.36,1.25,0.28,0.55,0.14,0.14,1.39,0.28,0,0,0,0,0,0,0,0,0,0.55,0.28,0,0,0.28,0.42,1.53,1.94,15.53,0.55,2.08,9.29,1.8,1.11,0.97,4.02,6.93,0.28,0.55,0,0,0,0,0,14.15,5.96,7.35,0,0,0.69,0.14,0
intr_agre_cons_emot_clos_p8.txt,1,599,72.9,3.54,99,93.68,17.62,30.38,88.15,66.44,52.09,16.86,12.19,10.68,1,0,0,0.17,4.67,15.53,7.85,0.33,14.86,2.5,3.84,7.35,0.67,9.85,7.01,3.34,6.84,4.34,1.34,1.17,13.02,0.33,12.52,4.84,1.17,1,0.83,0.17,3.51,0.17,7.01,6.18,0.67,3.34,2.67,0.5,0.5,0,0,0,11.19,6.01,1.5,0,0,0,1.34,3.51,0,0,0.33,0,0,0,0,0,1.67,0.67,0.17,0.67,0.17,0,0.33,0.17,0,0,0,0,0,0,0,0.5,0,0.17,0.33,0,0,0.33,0,1.17,3.51,14.69,0.83,1.84,10.35,0.5,1.17,0.33,3.34,7.18,0.83,0,0,0,0,0,0,13.36,5.68,6.84,0,0,0.67,0.17,0
extr_agre_unco_emot_open_p4.txt,1,622,83.83,88.5,32.35,86.38,19.44,31.35,85.69,61.9,47.11,13.02,9.65,0,0.8,0,6.75,1.93,3.38,15.76,7.88,0.48,15.27,3.05,3.22,7.07,0.32,10.29,6.91,1.45,4.98,1.93,1.29,1.93,14.31,0.8,13.34,6.59,1.61,0.96,0.64,0,2.41,0.32,7.23,5.47,0.96,2.89,1.45,0.64,0.32,0,0.32,0,19.94,6.59,1.77,0.16,0,0.64,1.61,11.58,0,0,6.75,0,0,0,0,0,2.25,1.13,0,0.64,0.32,0.16,1.61,0.32,0,0.16,0,0,0,0.48,0,0.64,0.16,0.8,0.48,0.16,0,0.16,0.16,2.09,4.18,13.02,0.96,2.09,8.2,0.16,0.8,0.8,4.02,5.63,1.45,0,0,0,0,0,0,13.67,5.14,7.23,0,0,0.96,0.32,0
intr_agre_unco_emot_clos_p2.txt,1,692,82.86,11.34,97.59,78.19,17.3,26.16,88.44,65.9,53.61,15.75,12.43,9.1,0.87,0,2.02,0.43,3.32,16.62,9.25,0.14,16.91,3.47,3.47,6.79,0.72,10.12,5.64,1.88,4.34,3.03,0.58,0.72,12.86,0.58,12.28,4.91,1.16,1.3,1.01,0.29,3.03,0,5.06,4.19,0.43,2.17,1.73,0,0,0,0,0,13.58,6.07,0.58,0.14,0,0,2.31,5.64,0.14,0.43,2.31,0,0,0,0,0,2.17,0.29,0,1.45,0.43,0,1.88,0.14,0,0,0,0,0,0.58,0,0.29,0.58,0.14,0.14,0.14,0,0.14,0.43,1.3,3.76,15.75,1.3,1.01,10.4,1.88,1.01,0.72,3.9,6.79,0.87,0.14,0.14,0,0.14,0,0,13.01,5.78,6.36,0,0,0.87,0,0
intr_anta_cons_emot_clos_p2.txt,1,684,77.2,7.19,99,78.74,18,25.88,91.23,68.27,57.46,17.84,14.77,11.7,1.17,0,0,1.32,3.07,17.69,8.77,0.29,17.11,4.97,3.65,5.7,0.44,11.4,5.26,1.9,8.48,4.68,2.19,2.19,12.28,0.73,11.55,5.56,0.58,1.17,1.46,0,2.63,0.29,7.16,5.41,1.61,3.8,2.49,1.17,1.02,0.15,0,0,11.99,5.12,1.17,0.15,0.58,0.15,1.32,5.56,0.15,0.44,0,0,0.15,0,0.15,0,3.07,0.88,0.29,1.75,0,0.15,0.73,0,0,0,0,0,0,0.15,0,0,0,0.29,0,0.15,0,0.58,0.58,0.88,3.36,13.16,0,1.9,8.77,0.58,0.88,1.02,2.92,7.6,0.73,0.15,0,0,0,0,0,12.87,5.56,6.58,0,0,0.29,0.44,0
intr_anta_unco_emot_clos_p8.txt,1,635,73.32,7.54,95.37,26.4,18.14,29.13,89.13,67.72,55.28,14.65,10.55,8.66,0.31,0,0,1.42,4.09,17.8,9.76,0.94,14.65,4.72,5.04,7.4,0.94,12.44,4.41,2.52,6.14,2.99,1.89,1.73,13.86,0.79,13.07,4.09,2.2,1.73,0.94,0.63,2.36,0.16,7.72,3.78,3.31,3.94,1.26,2.05,0.16,1.42,0,0,11.97,7.4,0.94,0.16,2.05,0,1.73,3.78,0,0,0,0,0,0,0,0,2.36,0.94,0.94,0.47,0,0,0.31,0,0,0,0,0,0,0,0,0,0.79,1.26,0,0.31,0,0.31,0.31,0.63,2.36,11.65,0.63,2.52,6.3,0.31,0.63,1.26,5.2,8.82,0.63,0.47,0,0,0,0,0,12.28,5.51,5.98,0,0,0.47,0.31,0
extr_anta_cons_emot_open_p4.txt,1,645,64.15,1.5,98.22,87.73,19.55,29.15,90.23,68.53,53.49,16.43,11.01,10.08,0.47,0,0,0.31,5.43,15.5,8.22,0,14.57,4.5,2.95,9.3,1.4,11.47,7.13,1.4,6.98,3.1,2.02,1.86,14.26,0.31,13.95,4.19,1.86,1.4,2.17,0.16,3.88,0.16,10.08,6.98,2.33,4.03,1.86,1.4,0.16,0.93,0.16,0,10.23,7.29,1.55,0,1.09,0.47,1.55,2.02,0,0.16,0,0,0,0,0,0,0.93,0,0.47,0.47,0.16,0,0.78,0.31,0.16,0,0,0,0,0,0,0,0.16,0.62,0.16,0.31,0,0.62,0,1.55,1.71,11.78,1.09,2.64,6.05,0.93,0.16,1.24,4.34,7.13,0,0.16,0,0,0,0,0,14.11,5.12,6.67,0,0,1.55,0.78,0
intr_agre_unco_neur_open_p6.txt,1,602,90.19,2.44,99,89.11,19.42,24.42,88.04,67.61,55.98,14.95,10.13,9.97,0,0,0,0,4.82,19.1,11.96,0.17,17.28,4.82,2.82,5.65,0.5,10.3,5.98,1.66,3.49,0.83,1.5,1.5,9.97,0.5,9.47,3.82,0.17,1,1.99,0.17,1.33,0.66,7.64,6.15,1.33,2.82,1.99,0.66,0.33,0,0,0,2.33,1.5,0.5,0,0,0,0.17,0.33,0,0,0,0,0,0,0,0,1.5,0.33,0.17,0.5,0.17,0.33,1.16,0.17,0,0,0,0,0,0,0,0.33,0.33,0.33,0.17,0.17,0.17,0.5,0,1.5,2.99,16.11,0.33,2.66,10.47,1.33,1,1.33,4.15,9.14,0.5,0.33,0,0,0,0,0,11.96,4.98,6.48,0.17,0,0.17,0.17,0
intr_agre_cons_emot_open_p10.txt,1,642,65.31,1.38,99,93.37,17.35,27.41,89.1,66.51,54.52,18.38,14.8,12.77,0.31,0,0,1.4,3.58,18.22,8.41,0.16,14.17,4.36,3.12,6.85,1.25,11.68,3.89,2.49,6.07,4.21,0.78,1.09,13.55,0.47,13.08,4.98,0.62,1.87,1.25,0.16,4.21,0.47,7.32,6.23,0.78,3.89,2.8,0.78,0.62,0,0,0,12.31,6.39,2.18,0.31,0,0.31,0.93,4.83,0,1.71,0,0,0.16,0,0,0.16,3.27,1.71,0,1.09,0.47,0,0.47,0,0,0,0,0,0,0,0,0.62,0.47,0.47,0.16,0.31,0,0.16,0.16,0.16,4.36,11.68,0.62,0.78,8.41,0.47,0.47,1.09,2.96,6.85,0.31,0.16,0,0,0,0,0,13.71,5.76,6.85,0,0,0.93,0.16,0
extr_anta_cons_emot_open_p10.txt,1,702,85.82,13.36,97.01,97.2,18,30.91,88.18,62.96,51.14,14.1,9.26,6.98,0.57,0,0.71,0.85,4.84,16.1,8.12,0.14,16.95,4.42,1.85,6.7,0.43,9.69,5.7,1.99,7.26,2.71,3.42,1.28,12.68,0.57,12.11,6.13,2.56,0.57,0.43,0.14,2.56,0,7.26,6.7,0.28,2.42,1.85,0.28,0,0.14,0,0,11.82,5.98,0.57,0.14,0.28,0.14,2.56,3.7,0,0,0.71,0,0,0,0,0,2.85,1.85,0.43,0.57,0,0,0.14,0.14,0,0.14,0,0,0,0,0,0,0,0.14,0,0.28,0,1.14,0,3.13,2.14,12.39,1.14,1.99,8.26,0.57,0,0.57,3.85,7.55,0.28,0.57,0,0,0,0,0,13.68,5.56,7.26,0,0,0.43,0.43,0
extr_agre_unco_neur_clos_p1.txt,1,693,82.03,7.11,79.47,96.12,18.73,28.14,87.59,67.24,55.41,13.56,7.5,7.22,0.14,0,0,0.14,6.06,16.02,9.96,0.43,16.16,5.05,3.9,7.65,0.43,10.53,6.06,2.89,5.92,2.31,2.45,1.15,13.71,1.3,12.27,3.17,1.73,0.87,1.44,0.29,3.03,1.01,9.09,7.5,1.44,4.47,3.17,1.15,1.15,0,0,0,7.94,4.33,1.3,0,0.14,0,0.72,2.45,0,0.14,0,0,0.14,0.14,0,0,2.45,0.58,0,1.44,0.43,0,1.44,0.58,0,0,0.58,0,0,0.14,0,0.14,0.29,0.29,0,0.87,0,0.72,0.58,0.29,3.17,9.52,0.43,1.44,5.92,0.72,0.14,0.72,2.74,6.64,1.3,0.87,0,0,0,0,0,11.98,5.34,5.63,0,0,0.58,0.43,0
intr_agre_unco_neur_open_p7.txt,1,627,85.04,42.87,77.75,82.78,17.91,22.81,89.95,69.22,55.34,13.08,9.41,5.26,1.44,0,2.71,0,3.67,17.86,11.64,0.32,15.31,5.42,3.03,7.66,0.64,12.44,7.02,2.23,5.1,3.19,0.8,1.12,10.85,1.44,9.41,3.03,1.12,0.64,1.75,0.32,1.91,0.48,6.06,4.63,0.48,2.71,1.75,0,0,0,0,0,14.04,5.26,1.59,0,0,0.16,0.64,6.86,0,0,2.07,1.59,0,0,0,0,2.55,1.91,0,0.48,0,0.16,1.12,0.16,0,0,0,0,0,0,0,0,0,0.16,0,0.32,0,0.32,0.16,1.28,2.71,16.43,0.96,1.75,8.93,1.59,2.23,1.28,4.78,7.97,0.96,0.16,0,0,0,0,0,13.56,5.58,7.34,0,0,0.48,0.16,0
